Mean_Livello0,Std_Livello0,MAD_Livello0,RMSD_Livello0,SAD_Livello0,CoV_Livello0,Mean_Livello1,Std_Livello1,MAD_Livello1,RMSD_Livello1,SAD_Livello1,CoV_Livello1,Mean_Livello2,Std_Livello2,MAD_Livello2,RMSD_Livello2,SAD_Livello2,CoV_Livello2,Mean_Livello3,Std_Livello3,MAD_Livello3,RMSD_Livello3,SAD_Livello3,CoV_Livello3,Mean_Livello4,Std_Livello4,MAD_Livello4,RMSD_Livello4,SAD_Livello4,CoV_Livello4,Mean_Livello5,Std_Livello5,MAD_Livello5,RMSD_Livello5,SAD_Livello5,CoV_Livello5,Mean_Livello6,Std_Livello6,MAD_Livello6,RMSD_Livello6,SAD_Livello6,CoV_Livello6,Mean_Livello7,Std_Livello7,MAD_Livello7,RMSD_Livello7,SAD_Livello7,CoV_Livello7,Mean_Livello8,Std_Livello8,MAD_Livello8,RMSD_Livello8,SAD_Livello8,CoV_Livello8,Mean_Livello9,Std_Livello9,MAD_Livello9,RMSD_Livello9,SAD_Livello9,CoV_Livello9,Mean_Livello10,Std_Livello10,MAD_Livello10,RMSD_Livello10,SAD_Livello10,CoV_Livello10,Mean_Livello11,Std_Livello11,MAD_Livello11,RMSD_Livello11,SAD_Livello11,CoV_Livello11,Mean_Livello12,Std_Livello12,MAD_Livello12,RMSD_Livello12,SAD_Livello12,CoV_Livello12,Mean_Livello13,Std_Livello13,MAD_Livello13,RMSD_Livello13,SAD_Livello13,CoV_Livello13,Mean_Livello14,Std_Livello14,MAD_Livello14,RMSD_Livello14,SAD_Livello14,CoV_Livello14,Label,YMin,YMax,DiffY
74963070.83045685,12711076.155947438,14218882.275266632,17882449.053717986,27996979200.0,0.16956450709838097,205949907.29746193,28589729.108970854,32839760.089385476,40527610.5023219,64661487616.0,0.13881884912760623,247032263.34213197,33756007.840577655,38092758.39512443,48048032.27497476,75004641280.0,0.13664615052256004,258287422.635533,40201857.941344425,45799445.84255967,57475729.15402919,90179108864.0,0.15564775679407702,183808586.33096448,44045890.30088407,49014537.49111224,61698719.954095416,96509624320.0,0.23962912277435908,75647106.98883249,36113244.178277306,39715481.678009145,51258048.71239526,78199783424.0,0.4773909487855045,21028905.583756346,17602861.434245937,16759675.384459116,25117187.77303355,32999800832.0,0.8370792937433302,5312291.606091371,6199976.22443841,5472938.31995937,8782743.869775336,10776215552.0,1.1671001300698876,1281860.8730964467,2111493.213871262,1612139.0025393602,3010561.708063625,3174301696.0,1.6472093486797565,331089.8680203046,731234.0834498791,465313.08887760283,999930.6070493249,916201472.0,2.2085667792317794,74220.76751269035,136157.26259100504,50501.03809040122,133835.79168676274,99436544.0,1.8344900915734228,21235.005076142133,74314.01689981346,7947.961401726765,52253.88316397716,15649536.0,3.4995996767293662,5010.322842639594,40984.349070595745,1298.4621635347892,28643.084091331326,2556672.0,8.179981681380818,2094.0060913705584,33654.7328012392,616.274250888776,23808.004013997543,1213444.0,16.07193643797458,3349.0842639593907,30883.596613522986,181.87912646013206,7323.563888881922,358120.0,9.22150479934818,noise,None,None,None
1214765.4037735849,1913356.0595784825,1359779.0850661625,2275862.9001541995,719323136.0,1.5750827720601641,2791586.294339623,5474493.949193666,3169514.223062382,6037052.635494252,1676673024.0,1.9610692172740842,4755193.237735849,7599580.279442559,4708681.073724007,8649392.895012451,2490892288.0,1.5981643435927,8839198.913207548,9828794.764990244,11041267.417769376,14345179.51661809,5840830464.0,1.111955377574323,17278504.573584907,14747936.777637396,15147611.947069943,19434569.11706104,8013086720.0,0.8535424298341072,34035812.46792453,30923682.55548185,40518468.234404534,49557191.4843307,21434269696.0,0.9085630785110372,68047327.15471698,74889710.27116504,80969232.45368621,104991637.80241127,42832723968.0,1.1005532972792709,131755089.14716981,119036258.35938178,126840499.05482042,166463667.68617302,67098624000.0,0.9034661137560982,265795888.78490567,221139721.47132578,286743962.979206,343665590.65292585,151687556416.0,0.8319907523110046,265886312.99622643,272365056.41809434,291917280.1814745,383823947.2615737,154424241216.0,1.0243665924314045,153008003.95471698,210713280.57774392,92302505.78449905,202339384.87324345,48828025560.0,1.3771389413073118,91727158.73207547,144169477.37173763,32053000.597353496,103423539.68133013,16956037316.0,1.5717207353259484,20175184.241509434,39961771.4218444,3440615.731568998,19038481.822826404,1820085722.0,1.9807388593569843,4539114.671698113,7881397.695290464,406776.46502835536,2873967.466097651,215184750.0,1.7363292768151153,2379096.150943396,4906102.346832183,137788.5822306238,1342886.3485915642,72890160.0,2.0621706881778357,fragment,8,9,1
1196694.1784713885,1261534.789229313,1213124.3554843876,1710088.1916661838,3030384640.0,1.0541831087043052,2669483.9983993596,2218424.025966501,2974883.1513210568,3552302.7216701517,7431258112.0,0.831031025957332,4693206.306522609,3627269.8688738327,4517733.867093675,5460715.262571576,11285299200.0,0.7728767141202935,8899049.258103242,6749657.693035575,7584440.877502002,9490780.826168403,18945933312.0,0.7584695282914085,17732326.49219688,17093110.338987924,23041334.725380305,28150327.949807446,57557254144.0,0.9639519296303143,35079304.45138055,26531950.173239466,29861879.80144115,37371419.97925503,74594975744.0,0.756341968239775,69729281.22929172,62300451.73484801,86433732.9703763,103508221.44166912,215911464960.0,0.893461837502449,142696352.93477392,109038190.06288488,135952693.90552443,164583869.41246074,339609829376.0,0.7641273783130668,276175541.6022409,230687325.93861324,313834418.6773419,373477113.0372911,783958377856.0,0.8352923817955551,264999161.20688275,268981732.9761335,289606122.7606085,380957358.9291195,723436094656.0,1.0150286202836,163170380.58103243,214986037.36721388,103690263.04883908,212907923.82480645,259018277096.0,1.3175555306157367,67397544.24969988,119284815.83998232,20477583.54763811,80842798.86602287,51153003702.0,1.7698688753116327,13321922.096838735,29553728.20859215,2270621.3967173737,13574249.915014153,5672012249.0,2.2184282413425302,4605466.871548619,9982147.260435717,406451.6188951161,3341976.981224576,1015316144.0,2.1674560992074086,1051056.3265306123,2603774.3608154147,55802.94835868695,676291.3679658794,139395765.0,2.4772928863004937,fragment,8,10,2
843611394.5079126,26513650.083829496,29513539.57164404,36884940.99200339,39134953472.0,0.03142874818481463,170559934.0226074,21982273.06454489,24475471.92760181,30744230.217252288,32454475776.0,0.1288829829262902,44648634.74302939,8617008.25819963,9590990.96229261,11936161.674099019,12717654016.0,0.19299600777927325,11181913.320271289,3018946.279210441,3429025.399698341,4337863.700466425,4546887680.0,0.2699847685044653,2792317.5885455916,1057125.8401787838,1152069.5022624435,1469883.1294423367,1527644160.0,0.378583669893151,708895.0595327807,373755.6032959325,412837.2609351433,525753.222563309,547422208.0,0.5272368572328149,181298.15825169557,133870.50692459955,144935.38461538462,189961.40932003452,192184320.0,0.7383997069553658,42497.15749811605,46371.64755380837,45951.806938159876,65144.07089633875,60932096.0,1.0911705696048983,11173.715146948003,15685.730553579318,13931.342383107089,21786.95064235951,18472960.0,1.4038061958169508,2771.8221552373775,5385.804445928943,3709.8763197586727,7309.686086609069,4919296.0,1.9430555585077591,1013.9683496608892,9190.666243067608,770.7028657616893,9184.799876877043,1021952.0,9.064056334836613,303.07159005275054,2753.791272485661,104.44645550527903,1604.2898749965952,138496.0,9.086273220153545,138.46571213263,1339.2842401645755,21.381598793363498,502.5154702975682,28352.0,9.67231684679985,60.37076111529766,488.2578734710062,4.211161387631976,126.6863206154117,5584.0,8.087654759536964,51.74679728711379,460.2558009999422,3.3815987933634992,119.1900772287858,4484.0,8.89438236044334,fragment,0,2,2
155683.7729257642,4077607.372779657,155910.71720116618,4083551.406850765,106954752.0,26.191601707417583,160480969.96797672,34608037.743421495,38141569.865889214,47424228.467760295,26165116928.0,0.21565197263156732,68573359.88355167,13681831.547554335,15292242.84548105,19036555.823113125,10490478592.0,0.19952109056327752,148340306.72489083,35199848.98659555,39676602.588921286,48831869.89900857,27218149376.0,0.2372911972730145,225763793.04803494,54088154.419279,61695361.11953353,77017111.45818226,42323017728.0,0.23957851562039828,238268767.76710334,71048525.6306563,80321437.48104957,101811594.61841846,55100506112.0,0.2981864819987777,150737426.63173217,79462424.98257045,88872977.91253644,112126781.23530243,60966862848.0,0.5271578980627403,61227055.697234355,60735019.231631584,60018389.45772595,85162582.9422735,41172615168.0,0.9919637411925232,15209610.620087337,23162959.263648547,19403826.75218659,33564036.15467458,13311025152.0,1.522915993198223,3579182.579330422,6577514.931837931,4898595.078717201,9003640.204226557,3360436224.0,1.8377142786240384,1053888.2794759825,1982941.847409777,697573.8775510204,1898368.6595592003,478535680.0,1.8815484392669604,798189.7409024745,9730862.11387883,356209.07288629736,6899991.399656522,244359424.0,12.191164099499218,388888.4657933042,3619438.619180491,65517.33527696793,1487093.3063783643,44944892.0,9.307138003687252,256537.4381368268,1646357.09238944,18316.370262390672,445563.56260060915,12565030.0,6.417609469972718,119739.90684133915,521891.904064615,4185.416909620992,97862.30151217309,2871196.0,4.358546100726015,noise,None,None,None
0.0,0.0,0.0,0.0,0.0,0.0,250277.39917695473,3291342.163711367,354570.0288659794,3369466.974855775,171966464.0,13.150776596428809,107878.18930041153,1275271.6925874574,159988.91546391754,1322932.5256056346,77594624.0,11.821404315900883,243804.70781893004,2456241.1545495423,391324.23917525774,2760344.5851511867,189792256.0,10.074625615407536,484373.0699588477,3393292.4538787873,887506.0783505155,4492909.972831409,430440448.0,7.005534915818258,620838.9794238684,5382333.283086728,1048035.4969072165,6337243.4095604755,508297216.0,8.669451277175723,1217675.061728395,9093266.263848636,2280652.8,12502606.387528531,1106116608.0,7.467728090728451,3507254.781893004,24032117.17643767,6760207.307216495,33868650.58977908,3278700544.0,6.852116162335541,4568439.04526749,38523686.349885985,9106463.670103094,54908282.544204354,4416634880.0,8.432570943415172,12545436.839506174,87734057.77652296,24798002.936082475,125236181.80137186,12027031424.0,6.993304330403567,17509265.8436214,93074614.75041795,17459216.296907216,94785823.580263,8467719904.0,5.31573485614332,46936265.020576134,174276118.818179,23516520.412371133,127754342.1591561,11405512400.0,3.713037642466418,67270973.218107,182898020.596832,16306631.018556701,95838789.93038765,7908716044.0,2.718825250287924,215324378.55967078,326963621.75771666,13477075.913402062,97347730.22857857,6536381818.0,1.5184700587309874,170518412.70781893,250822815.3807943,9333400.540206186,71925456.14951271,4526699262.0,1.4709427058213116,noise,None,None,None
168324351.28291318,16450671.884074904,18733326.552441955,23577465.5388184,46795849728.0,0.09773197852059587,374213654.5370148,21601950.175155293,24398491.36269015,30550745.37662782,60947431424.0,0.057726247862018,289951614.5146058,25149793.81469599,28509261.886309046,35997145.448873416,71216136192.0,0.08673789886218797,164864344.20168066,28336339.039632067,31885021.771016814,40134519.28138296,79648784384.0,0.17187669763795538,56972629.333333336,19470834.608332377,22059449.082465973,27797841.530860763,55104503808.0,0.3417576972692123,14633331.24609844,7715784.872732226,8013809.242594075,10787262.603628818,20018495488.0,0.5272746678777889,3588194.343337335,2722651.1757595385,2642585.722978383,3864405.0278078928,6601179136.0,0.7587802987357798,894609.6710684274,884947.0137234133,810135.673338671,1247824.846457941,2023718912.0,0.9891990242700216,224904.656262505,339957.28687682655,252889.46677341874,473677.41443679034,631717888.0,1.511561799236535,55760.67226890756,109448.08113706367,74843.00400320256,152748.52064423013,186957824.0,1.9628185364991104,13486.96918767507,26749.313792865913,8971.273018414731,25748.952603291134,22410240.0,1.9833450659404266,3754.2569027611044,10140.790198498702,1246.2834267413932,7088.236985629894,3113216.0,2.7011444504611712,943.6862745098039,1664.3804791475516,148.59887910328263,797.3448974618241,371200.0,1.7637010562775335,158.6810724289716,340.41979875095836,13.162530024019215,120.94784456485327,32880.0,2.14530815515717,58.0328131252501,121.22883112332521,2.401921537229784,28.096140562212334,6000.0,2.088970439218265,fragment,1,3,2
325608.2336934774,759492.7495755028,651477.1625300241,1168865.5330508146,1627389952.0,2.332535455139865,713317.0068027211,1403890.9337361753,1290361.3386709366,2094631.8885348903,3223322624.0,1.9681164480134752,1254598.7354941976,2357835.4870129605,2294861.886309047,3634069.8841732373,5732564992.0,1.8793542670710472,2431571.7967186873,4433427.991893659,4058509.630104083,6375719.471794943,10138157056.0,1.823276613866142,4743767.894357743,8605250.481836202,7345908.726981585,11885602.51537406,18350080000.0,1.814011704086813,9594008.841936775,17209172.41207355,17734020.61168935,27106471.12927954,44299583488.0,1.7937415626354036,18702490.071228493,33984034.220270485,32435335.276220977,50305173.97152113,81023467520.0,1.8170860720065714,38882569.117246896,69467585.35038617,60696331.682946354,95872204.43930376,151619436544.0,1.7865996750603825,75942604.75390156,136107495.87039998,112741969.31945556,184776682.0387554,281629439360.0,1.7922416055054715,151342768.91556624,272824803.61071706,283204772.84227383,432766575.8767382,707445522560.0,1.802694674913245,285662723.6942777,326067092.93946344,191328737.31945556,340349890.53593755,477939185824.0,1.141440817768115,263332908.7314926,274044806.3280633,75196546.19295436,198363630.76383275,187840972390.0,1.040678157728828,129612289.27410965,171464116.4002004,19253509.103282627,81947164.50634526,48095265740.0,1.3229001459698062,66367266.72108843,115019625.27013282,5459736.471577262,40365181.66939115,13638421706.0,1.733077629270288,20614250.423369348,41707741.92658116,969488.4907926341,10197703.16750979,2421782250.0,2.023248047830988,fragment,10,12,2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26006804.919966303,25526103.522123996,26566283.008431703,35466267.57053648,31507611648.0,0.9815163223886354,67335010.12973884,44481156.61768916,47148786.61720067,60622404.25321783,55918460928.0,0.6605947861593006,112818650.4734625,78161349.70165357,90018392.93086003,109969441.5894885,106761814016.0,0.6928052176979274,207997902.8272957,143223628.8640781,153481112.39123103,188948647.1464226,182028599296.0,0.6885820814404999,268513193.73209774,212081878.04819834,258810836.8296796,317018463.882343,306949652480.0,0.7898378291973156,234555938.93850043,271104931.32588,278755884.0337268,378897656.9129338,330604478464.0,1.1558220719235872,108657818.41954507,181847898.03653246,72323106.53625633,181587022.76054442,85775204352.0,1.673583186940022,35608004.90648694,71509241.06943882,12328203.655986508,49750014.53179679,14621249536.0,2.008234981354193,9061856.51221567,30514280.83115141,1680382.2731871838,15483117.86344048,1992933376.0,3.367332156497644,2324609.5610783487,4154350.3491676226,183991.9586846543,1429412.841540563,218214463.0,1.78711746640175,676479.8382476832,906795.9693874109,24732.654300168633,211004.5718712831,29332928.0,1.340462668830347,noise,None,None,None
2255276.941355674,2067015.8485024823,2084364.487804878,2839950.712616081,2734686208.0,0.9165241796246869,7430275.022086824,5417601.658154483,5791144.585365853,7373636.468972654,7597981696.0,0.7291253206712296,12589300.88651942,9117445.445164874,9621803.707317073,12350032.292943675,12623806464.0,0.7242217441103345,23222005.27646611,16502263.561021345,17610002.731707316,22657401.696792115,23104323584.0,0.7106304285334585,46317031.43335872,32935453.377856854,35873567.219512194,46094133.841043405,47066120192.0,0.7110873119155882,85055945.01751713,59296620.88077469,62627040.780487806,81322248.02097645,82166677504.0,0.6971484576247157,145893717.59329778,99663281.65096311,103923362.34146342,134474034.22007918,136347451392.0,0.6831225037995848,214264012.33206397,152039973.047557,163794819.12195122,207362096.69344217,214898802688.0,0.7095917386813757,255299387.90555978,208954710.28439176,226859595.31707317,287992493.3715626,297639789056.0,0.8184692959847134,170002693.14242193,216974526.0298708,202167389.90243903,300266599.5205521,265243615552.0,1.2763005221811259,81848572.54531607,140667636.87453508,51581017.05487805,132188561.20776694,67674294376.0,1.7186327445925023,21937193.410510283,53789503.59486489,8042451.195121951,37054486.082720645,10551695968.0,2.4519774516412802,4712143.067783701,7710427.693095741,749792.4283536585,3589924.9415928065,983727666.0,1.6362889628311406,1845854.3206397563,4819247.675169086,189515.5724085366,1764545.7294647635,248644431.0,2.610849416057264,290262.69002284843,362192.31429603626,11268.211890243903,92906.47082452652,14783894.0,1.2478087151591057,noise,None,None,None
